col_0_0_	col_1_0_	col_2_0_
A00002082	260.000000000	3120.000000000
A00001717	260.000000000	3120.000000000
A00001947	260.000000000	3120.000000000
A00001697	260.000000000	3120.000000000
A00001960	260.000000000	3120.000000000
A00001883	260.000000000	3120.000000000
A00002329	260.000000000	3120.000000000
A00001854	260.000000000	3120.000000000
A00001904	260.000000000	3120.000000000
A00001859	260.000000000	3120.000000000
A00001977	260.000000000	3120.000000000
A00001955	260.000000000	3120.000000000
A00002509	260.000000000	3120.000000000
A00002066	260.000000000	3120.000000000
A00002362	260.000000000	3120.000000000
A00001966	260.000000000	3120.000000000
A00002085	260.000000000	3120.000000000
A00002275	260.000000000	3120.000000000
A00002335	260.000000000	3120.000000000
A00002008	260.000000000	3120.000000000
A00002371	260.000000000	3120.000000000
A00002471	260.000000000	3120.000000000
A00002390	260.000000000	3120.000000000
A00002075	260.000000000	3120.000000000
A00002530	260.000000000	3120.000000000
A00002347	260.000000000	3120.000000000
A00002540	260.000000000	3120.000000000
A00002356	260.000000000	3120.000000000
A00002598	260.000000000	3120.000000000
A00002493	260.000000000	3120.000000000
A00001786	260.000000000	3120.000000000
A00002603	260.000000000	3120.000000000
A00001757	260.000000000	3120.000000000
A00002578	260.000000000	3120.000000000
A00001679	260.000000000	3120.000000000
A00001635	260.000000000	3120.000000000
A00001707	260.000000000	3120.000000000
A00001762	260.000000000	3120.000000000
A00001753	260.000000000	3120.000000000
A00001808	260.000000000	3120.000000000
A00001841	260.000000000	3120.000000000
A00001696	260.000000000	3120.000000000
A00001876	260.000000000	3120.000000000
A00001742	260.000000000	3120.000000000
A00002365	260.000000000	3120.000000000
A00001772	260.000000000	3120.000000000
A00002218	260.000000000	3120.000000000
A00001803	260.000000000	3120.000000000
A00002083	260.000000000	3120.000000000
A00002031	260.000000000	3120.000000000
A00002187	260.000000000	3120.000000000
A00001906	260.000000000	3120.000000000
A00002208	260.000000000	3120.000000000
A00001935	260.000000000	3120.000000000
A00002436	260.000000000	3120.000000000
A00001940	260.000000000	3120.000000000
A00002480	260.000000000	3120.000000000
A00002093	260.000000000	3120.000000000
A00002260	260.000000000	3120.000000000
A00002364	260.000000000	3120.000000000
A00002361	260.000000000	3120.000000000
A00002412	260.000000000	3120.000000000
A00002394	260.000000000	3120.000000000
A00002126	260.000000000	3120.000000000
A00002554	260.000000000	3120.000000000
A00002070	260.000000000	3120.000000000
A00001623	260.000000000	3120.000000000
A00002162	260.000000000	3120.000000000
A00001877	260.000000000	3120.000000000
A00002174	260.000000000	3120.000000000
A00001987	260.000000000	3120.000000000
A00002387	260.000000000	3120.000000000
A00002022	260.000000000	3120.000000000
A00002563	260.000000000	3120.000000000
A00001932	260.000000000	3120.000000000
A00001643	260.000000000	3120.000000000
A00002086	260.000000000	3120.000000000
A00001727	260.000000000	3120.000000000
A00002453	260.000000000	3120.000000000
A00001741	260.000000000	3120.000000000
A00002199	260.000000000	3120.000000000
A00001864	260.000000000	3120.000000000
A00002445	260.000000000	3120.000000000
A00001835	260.000000000	3120.000000000
A00002491	260.000000000	3120.000000000
A00001939	260.000000000	3120.000000000
A00002513	260.000000000	3120.000000000
A00001988	260.000000000	3120.000000000
A00002440	260.000000000	3120.000000000
A00002128	260.000000000	3120.000000000
A00001763	260.000000000	3120.000000000
A00002382	260.000000000	3120.000000000
A00001645	260.000000000	3120.000000000
A00002410	260.000000000	3120.000000000
A00001684	260.000000000	3120.000000000
A00002455	260.000000000	3120.000000000
A00001828	260.000000000	3120.000000000
A00002555	260.000000000	3120.000000000
A00001886	260.000000000	3120.000000000
A00001879	260.000000000	3120.000000000
A00002370	260.000000000	3120.000000000
A00001909	260.000000000	3120.000000000
A00002398	260.000000000	3120.000000000
A00002233	260.000000000	3120.000000000
A00002165	260.000000000	3120.000000000
A00001934	260.000000000	3120.000000000
A00002110	260.000000000	3120.000000000
A00002013	260.000000000	3120.000000000
A00002270	260.000000000	3120.000000000
A00002166	260.000000000	3120.000000000
A00002426	260.000000000	3120.000000000
A00002377	260.000000000	3120.000000000
A00002522	260.000000000	3120.000000000
A00002391	260.000000000	3120.000000000
A00002557	260.000000000	3120.000000000
A00002280	260.000000000	3120.000000000
A00002570	260.000000000	3120.000000000
A00002314	260.000000000	3120.000000000
A00001655	260.000000000	3120.000000000
A00002441	260.000000000	3120.000000000
A00001723	260.000000000	3120.000000000
A00002246	260.000000000	3120.000000000
A00001740	260.000000000	3120.000000000
A00002535	260.000000000	3120.000000000
A00001821	260.000000000	3120.000000000
A00002599	260.000000000	3120.000000000
A00001615	260.000000000	3120.000000000
A00002539	260.000000000	3120.000000000
A00001726	260.000000000	3120.000000000
A00001660	260.000000000	3120.000000000
A00001956	260.000000000	3120.000000000
A00001869	260.000000000	3120.000000000
A00002108	260.000000000	3120.000000000
A00001715	260.000000000	3120.000000000
A00002179	260.000000000	3120.000000000
A00001747	260.000000000	3120.000000000
A00001926	260.000000000	3120.000000000
A00001823	260.000000000	3120.000000000
A00002238	260.000000000	3120.000000000
A00002072	260.000000000	3120.000000000
A00002315	260.000000000	3120.000000000
A00002028	260.000000000	3120.000000000
A00002351	260.000000000	3120.000000000
A00002307	260.000000000	3120.000000000
A00002425	260.000000000	3120.000000000
A00002027	260.000000000	3120.000000000
A00002349	260.000000000	3120.000000000
A00002154	260.000000000	3120.000000000
A00002104	260.000000000	3120.000000000
A00002449	260.000000000	3120.000000000
A00002294	260.000000000	3120.000000000
A00002230	260.000000000	3120.000000000
A00002337	260.000000000	3120.000000000
A00002372	260.000000000	3120.000000000
A00001736	260.000000000	3120.000000000
A00002400	260.000000000	3120.000000000
A00001650	260.000000000	3120.000000000
A00002434	260.000000000	3120.000000000
A00001831	260.000000000	3120.000000000
A00002078	260.000000000	3120.000000000
A00002159	260.000000000	3120.000000000
A00002173	260.000000000	3120.000000000
A00001959	260.000000000	3120.000000000
A00002222	260.000000000	3120.000000000
A00001902	260.000000000	3120.000000000
A00002397	260.000000000	3120.000000000
A00001948	260.000000000	3120.000000000
A00002255	260.000000000	3120.000000000
A00002088	260.000000000	3120.000000000
A00002537	260.000000000	3120.000000000
A00002201	260.000000000	3120.000000000
A00001698	260.000000000	3120.000000000
A00002333	260.000000000	3120.000000000
A00001711	260.000000000	3120.000000000
A00002227	260.000000000	3120.000000000
A00001833	260.000000000	3120.000000000
A00002112	260.000000000	3120.000000000
A00001866	260.000000000	3120.000000000
A00002158	260.000000000	3120.000000000
A00001986	260.000000000	3120.000000000
A00002330	260.000000000	3120.000000000
A00001993	260.000000000	3120.000000000
A00002567	260.000000000	3120.000000000
A00002025	260.000000000	3120.000000000
A00002180	260.000000000	3120.000000000
A00002257	260.000000000	3120.000000000
A00002305	260.000000000	3120.000000000
A00002273	260.000000000	3120.000000000
A00002290	260.000000000	3120.000000000
A00002452	260.000000000	3120.000000000
A00002532	260.000000000	3120.000000000
A00002602	260.000000000	3120.000000000
A00001677	260.000000000	3120.000000000
A00001710	260.000000000	3120.000000000
A00001755	260.000000000	3120.000000000
A00001807	260.000000000	3120.000000000
A00001832	260.000000000	3120.000000000
A00001708	260.000000000	3120.000000000
A00001783	260.000000000	3120.000000000
A00001945	260.000000000	3120.000000000
A00002269	260.000000000	3120.000000000
A00002161	260.000000000	3120.000000000
A00002446	260.000000000	3120.000000000
A00002068	260.000000000	3120.000000000
A00002251	260.000000000	3120.000000000
A00002486	260.000000000	3120.000000000
A00002501	260.000000000	3120.000000000
A00002231	260.000000000	3120.000000000
A00002385	260.000000000	3120.000000000
A00002483	260.000000000	3120.000000000
A00002505	260.000000000	3120.000000000
A00001855	260.000000000	3120.000000000
A00001815	260.000000000	3120.000000000
A00001847	260.000000000	3120.000000000
A00001917	260.000000000	3120.000000000
A00001957	260.000000000	3120.000000000
A00001969	260.000000000	3120.000000000
A00002190	260.000000000	3120.000000000
A00002298	260.000000000	3120.000000000
A00002046	260.000000000	3120.000000000
A00002178	260.000000000	3120.000000000
A00002266	260.000000000	3120.000000000
A00002374	260.000000000	3120.000000000
A00002472	260.000000000	3120.000000000
A00002137	260.000000000	3120.000000000
A00002277	260.000000000	3120.000000000
A00002450	260.000000000	3120.000000000
A00002515	260.000000000	3120.000000000
A00002274	260.000000000	3120.000000000
A00002590	260.000000000	3120.000000000
A00002552	260.000000000	3120.000000000
A00002549	260.000000000	3120.000000000
A00002568	260.000000000	3120.000000000
A00001612	260.000000000	13000.000000000
